Model,CV_RMSE,CV_MAE,Test_RMSE,Test_MAE,Test_R2
Default,1.63578920503974,1.1899366419173674,1.0524313221959847,0.8716763542372417,-0.8626649422322836
Tuned,1.3269092175549317,0.9960336301177767,0.49088804910793127,0.22715306367659524,0.5947601658101547
